,Unnamed: 0,label,text-neigh,label_num,text-rel,token,text-neigh-processed,text-rel-processed,text-neigh-tokens,text-rel-tokens
2746,2746,Capability,"installed on it, and uploads that data to Darkhotel",1,The Trojan Darkhotel command and control servers uploads that data to,breaks down,instal upload data darkhotel,trojan darkhotel command control server upload data,"['instal', 'upload', 'data', 'darkhotel']","['trojan', 'darkhotel', 'command', 'control', 'server', 'upload', 'data']"
2747,2747,Capability,as Virus.Win32. Pioneer.dx. It drops the igfxext.exe selective infector,1,It drops the igfxext.exe selective infector component to disk,utilized, win-file pioneer.dx. drop igfxext.ex select infector,drop igfxext.ex select infector compon disk,"['win-file', 'pioneer.dx.', 'drop', 'igfxext.ex', 'select', 'infector']","['drop', 'igfxext.ex', 'select', 'infector', 'compon', 'disk']"
2748,2748,Capability,"shares. First, the virus retrieves all available disks and",1,the virus retrieves all available disks,masqueraded,shares. first viru retriev avail disk,viru retriev avail disk,"['shares.', 'first', 'viru', 'retriev', 'avail', 'disk']","['viru', 'retriev', 'avail', 'disk']"
2749,2749,Capability,"disk number 20 (Z:\), finds executable files and infects",1,the virus finds executable files,call out,disk number 20 system-path  find execut file infect,viru find execut file,"['disk', 'number', '20', 'system-path', 'find', 'execut', 'file', 'infect']","['viru', 'find', 'execut', 'file']"
2750,2750,Capability,them. The code simply brute forces the list of mapped,1,The code brute forces the list of mapped removable drives,execute,them. code simpli brute forc list map,code brute forc list map remov drive,"['them.', 'code', 'simpli', 'brute', 'forc', 'list', 'map']","['code', 'brute', 'forc', 'list', 'map', 'remov', 'drive']"
2751,2751,Capability,"section, so it can collect information about the comput-",1,it collect information about the comput- er as commanded,executes,section collect inform comput-,collect inform comput- er command,"['section', 'collect', 'inform', 'comput-']","['collect', 'inform', 'comput-', 'er', 'command']"
2752,2752,Capability,to the C2 and download other Darkhotel components as,1,it download other Darkhotel components as commanded,communicate,c2 download darkhotel compon,download darkhotel compon command,"['c2', 'download', 'darkhotel', 'compon']","['download', 'darkhotel', 'compon', 'command']"
2753,2753,Capability,other tasks such as launching DDoS attacks on hostile,1,botnet style operations DDoS attacks launching on hostile parties,is located,task launch ddo attack hostil,botnet style oper ddo attack launch hostil parti,"['task', 'launch', 'ddo', 'attack', 'hostil']","['botnet', 'style', 'oper', 'ddo', 'attack', 'launch', 'hostil', 'parti']"
2754,2754,Capability,and botnet style operations are used for massive surveillance or,1,are used botnet style operations for massive surveillance,uses,botnet style oper use massiv surveil,use botnet style oper massiv surveil,"['botnet', 'style', 'oper', 'use', 'massiv', 'surveil']","['use', 'botnet', 'style', 'oper', 'massiv', 'surveil']"
2755,2755,Capability,the company’s network and establish one or several permanent,1,The attackers establish one or several permanent backdoors into the environment,pass over,compani network establish one sever perman,attack establish one sever perman backdoor environ,"['compani', 'network', 'establish', 'one', 'sever', 'perman']","['attack', 'establish', 'one', 'sever', 'perman', 'backdoor', 'environ']"
2756,2756,Capability,network. They need to install several different backdoors in,1,They install several different backdoors in order to be able to always access the network,are transferred,network. need instal sever differ backdoor,instal sever differ backdoor order abl alway access network,"['network.', 'need', 'instal', 'sever', 'differ', 'backdoor']","['instal', 'sever', 'differ', 'backdoor', 'order', 'abl', 'alway', 'access', 'network']"
2757,2757,Capability,"enough access, they start looking for two things: intellectual",1,they looking for intellectual property (or anything else they want to know or steal) in alignment with predefined mission objectives,is received,enough access start look two things: intellectu,look intellectu properti anyth els want know steal align predefin mission object,"['enough', 'access', 'start', 'look', 'two', 'things:', 'intellectu']","['look', 'intellectu', 'properti', 'anyth', 'els', 'want', 'know', 'steal', 'align', 'predefin', 'mission', 'object']"
2758,2758,Capability,"enough access, they start looking for two things: intellectual",1,they looking for a means of privilege escalation to facilitate lateral movement within the compromised environment,are stored,enough access start look two things: intellectu,look mean privileg escal facilit later movement within compromis environ,"['enough', 'access', 'start', 'look', 'two', 'things:', 'intellectu']","['look', 'mean', 'privileg', 'escal', 'facilit', 'later', 'movement', 'within', 'compromis', 'environ']"
2759,2759,Capability,long before the attackers gain domain administrator privileges and,1,the attackers gain domain administrator privileges,is limited,long befor attack gain domain administr privileg,attack gain domain administr privileg,"['long', 'befor', 'attack', 'gain', 'domain', 'administr', 'privileg']","['attack', 'gain', 'domain', 'administr', 'privileg']"
2760,2760,Capability,domain administrator privileges and dump all the Active Directory,1,the attackers dump all the Active Directory content,is limited,domain administr privileg dump activ directori,attack dump activ directori content,"['domain', 'administr', 'privileg', 'dump', 'activ', 'directori']","['attack', 'dump', 'activ', 'directori', 'content']"
2761,2761,Capability,of the Data exfiltration is the last step before,1,Data exfiltration is the last step,is limited,data exfiltr last step befor,data exfiltr last step,"['data', 'exfiltr', 'last', 'step', 'befor']","['data', 'exfiltr', 'last', 'step']"
2762,2762,Capability,information theft. They generally create archive files containing the,1,They create archive files containing the content they want to exfiltrate,is limited,inform theft. gener creat archiv file contain,creat archiv file contain content want exfiltr,"['inform', 'theft.', 'gener', 'creat', 'archiv', 'file', 'contain']","['creat', 'archiv', 'file', 'contain', 'content', 'want', 'exfiltr']"
2763,2763,Capability,"want to exfiltrate, which are then sent to the attackers by",1,are then sent archive files containing the content they want to exfiltrate,is,want exfiltr sent attack,sent archiv file contain content want exfiltr,"['want', 'exfiltr', 'sent', 'attack']","['sent', 'archiv', 'file', 'contain', 'content', 'want', 'exfiltr']"
2764,2764,Capability,stage and generally keep stealing more information and stay,1,The attackers stealing more information,uploading,stage gener keep steal inform stay,attack steal inform,"['stage', 'gener', 'keep', 'steal', 'inform', 'stay']","['attack', 'steal', 'inform']"
2765,2765,Capability,stealing more information and stay inside the network for,1,The attackers stay inside for the network more data gathering,is located,steal inform stay insid network,attack stay insid network data gather,"['steal', 'inform', 'stay', 'insid', 'network']","['attack', 'stay', 'insid', 'network', 'data', 'gather']"
2766,2766,Capability,"group to infect workstations, collect system information, and install",1,This one collect system information,communicates,group infect workstat collect system inform instal,thi one collect system inform,"['group', 'infect', 'workstat', 'collect', 'system', 'inform', 'instal']","['thi', 'one', 'collect', 'system', 'inform']"
2767,2767,Capability,"collect system information, and install more malware on the",1,This one install more malware on the infected computer,is supplied,collect system inform instal malwar,thi one instal malwar infect comput,"['collect', 'system', 'inform', 'instal', 'malwar']","['thi', 'one', 'instal', 'malwar', 'infect', 'comput']"
2768,2768,Capability,the infected computer. It acts as a first stage,1,It acts as a first stage downloader,is often compressed,infect computer. act first stage,act first stage download,"['infect', 'computer.', 'act', 'first', 'stage']","['act', 'first', 'stage', 'download']"
2769,2769,Capability,the infected computer. It acts as a first stage,1,It acts as system data collector,make,infect computer. act first stage,act system data collector,"['infect', 'computer.', 'act', 'first', 'stage']","['act', 'system', 'data', 'collector']"
2770,2770,Capability,Word documents showing content stolen from victims of the,1,stolen from content victims of the group,is,word document show content stolen victim,stolen content victim group,"['word', 'document', 'show', 'content', 'stolen', 'victim']","['stolen', 'content', 'victim', 'group']"
2771,2771,Capability,OpenSSL allows attackers to collect data from chunks of,1,attackers collect data from chunks of memory from the targeted machine,being invoked,openssl allow attack collect data chunk,attack collect data chunk memori target machin,"['openssl', 'allow', 'attack', 'collect', 'data', 'chunk']","['attack', 'collect', 'data', 'chunk', 'memori', 'target', 'machin']"
2772,2772,Capability,Tiger group has successfully collected information on some of,1,the Pitty Tiger group collected information on some of their targets by exploiting the HeartBleed bug,observes,tiger group ha success collect inform,pitti tiger group collect inform target exploit heartble bug,"['tiger', 'group', 'ha', 'success', 'collect', 'inform']","['pitti', 'tiger', 'group', 'collect', 'inform', 'target', 'exploit', 'heartble', 'bug']"
2773,2773,Capability,Pitty Tiger group to get admin credentials from at,1,the Pitty Tiger group get admin credentials from at least one target,records,pitti tiger group get admin credenti,pitti tiger group get admin credenti least one target,"['pitti', 'tiger', 'group', 'get', 'admin', 'credenti']","['pitti', 'tiger', 'group', 'get', 'admin', 'credenti', 'least', 'one', 'target']"
2774,2774,Capability,very noisy way to collect information and find server,1,collect information,include,veri noisi way collect inform find server,collect inform,"['veri', 'noisi', 'way', 'collect', 'inform', 'find', 'server']","['collect', 'inform']"
2775,2775,Capability,to collect information and find server vulnerabilities. We would,1,find server vulnerabilities,include,collect inform find server vulnerabilities. would,find server vulner,"['collect', 'inform', 'find', 'server', 'vulnerabilities.', 'would']","['find', 'server', 'vulner']"
2776,2776,Capability,infects the host by dropping and executing a file,1,the exploit dropping a file named svohost.exe in the temporary folder of the currently logged-in user,include,infect host drop execut file,exploit drop file name svohost.ex temporari folder current logged-in user,"['infect', 'host', 'drop', 'execut', 'file']","['exploit', 'drop', 'file', 'name', 'svohost.ex', 'temporari', 'folder', 'current', 'logged-in', 'user']"
2777,2777,Capability,"communication to time.windows.com to check for connectivity, and then",1,The malware check for connectivity,include,commun  com-file check connect,malwar check connect,"['commun', 'com-file', 'check', 'connect']","['malwar', 'check', 'connect']"
2778,2778,Capability,(compatible;) The persistence mechanism used by the malware is,1,the malware The persistence mechanism used,is written out,compatible; persist mechan use malwar,malwar persist mechan use,"['compatible;', 'persist', 'mechan', 'use', 'malwar']","['malwar', 'persist', 'mechan', 'use']"
2779,2779,Capability,used by the malware is the creation of a,1,The persistence mechanism is the creation of a registry key named Shell containing the path to the malware on the infected system,exfiltrate,use malwar creation,persist mechan creation registri key name shell contain path malwar infect system,"['use', 'malwar', 'creation']","['persist', 'mechan', 'creation', 'registri', 'key', 'name', 'shell', 'contain', 'path', 'malwar', 'infect', 'system']"
2780,2780,Capability,payload of this malware is used to collect information on,1,The payload of this malware is used to collect information on the newly infected host,been observed,payload thi malwar use collect inform,payload thi malwar use collect inform newli infect host,"['payload', 'thi', 'malwar', 'use', 'collect', 'inform']","['payload', 'thi', 'malwar', 'use', 'collect', 'inform', 'newli', 'infect', 'host']"
