,Unnamed: 0,label,text-rel,label_num,tokens,text-neigh,token,text-rel-processed,text-neigh-processed,text-rel-tokens,text-neigh-tokens
3302,3302,NoActionName,"The data is sent encrypted with RC4, and base64-encoded",0,be requested,"HTTP requests. The data is sent encrypted with RC4, and",be requested,data sent encrypt rc4 base64-encod,http requests. data sent encrypt rc4,"['data', 'sent', 'encrypt', 'rc4', 'base64-encod']","['http', 'requests.', 'data', 'sent', 'encrypt', 'rc4']"
3303,3303,NoActionName,It contains the internal IP address,0,is ciphered,"13 2013 ->P:1033 It contains the computer name, the",is ciphered,contain intern ip address,13  ->p:1033 contain comput name,"['contain', 'intern', 'ip', 'address']","['13', '->p:1033', 'contain', 'comput', 'name']"
3304,3304,NoActionName,It contains the OS version,0,uses,"13 2013 ->P:1033 It contains the computer name, the",uses,contain os version,13  ->p:1033 contain comput name,"['contain', 'os', 'version']","['13', '->p:1033', 'contain', 'comput', 'name']"
3305,3305,NoActionName,It contains the Language ID of the system,0,be remotely requested,"13 2013 ->P:1033 It contains the computer name, the",be remotely requested,contain languag id system,13  ->p:1033 contain comput name,"['contain', 'languag', 'id', 'system']","['13', '->p:1033', 'contain', 'comput', 'name']"
3306,3306,NoActionName,It contains the computer name the user name the RAT internal version,0,send,"13 2013 ->P:1033 It contains the computer name, the",send,contain comput name user name rat intern version,13  ->p:1033 contain comput name,"['contain', 'comput', 'name', 'user', 'name', 'rat', 'intern', 'version']","['13', '->p:1033', 'contain', 'comput', 'name']"
3307,3307,NoActionName,The RAT receive commands from its c&c,0,uses,The RAT can then receive commands from its c&c.,uses,rat receiv command c&c,rat receiv command c&c.,"['rat', 'receiv', 'command', 'c&c']","['rat', 'receiv', 'command', 'c&c.']"
3308,3308,NoActionName,the Pitty Tiger crew used another remote administration tool,0,used,remote administration tool often used by the Pitty Tiger,used,pitti tiger crew use anoth remot administr tool,remot administr tool often use pitti tiger,"['pitti', 'tiger', 'crew', 'use', 'anoth', 'remot', 'administr', 'tool']","['remot', 'administr', 'tool', 'often', 'use', 'pitti', 'tiger']"
3309,3309,NoActionName,The release.tmp file is dropped on the system,0,was dropped,Troj/Goldsun-B The release.tmp file is dropped on the system: 1,was dropped, tmp-file file drop system,system-path   tmp-file file drop system:,"['tmp-file', 'file', 'drop', 'system']","['system-path', 'tmp-file', 'file', 'drop', 'system:']"
3310,3310,NoActionName,The RAT embeds its own DNS server IP addresses to make the c&c domain names resolutions,0,drops,"explorer.exe,C:\DOCUME~1\<UserName>\APPLIC~1\<binary name>, The RAT embeds its own DNS server",drops,rat emb dn server ip address make c&c domain name resolut,hash-code name> rat emb dn server,"['rat', 'emb', 'dn', 'server', 'ip', 'address', 'make', 'c&c', 'domain', 'name', 'resolut']","['hash-code', 'name>', 'rat', 'emb', 'dn', 'server']"
3311,3311,NoActionName,It resolving its domains after injection,0,executes,"218.16.121.32 & It starts resolving its domains after injection,",executes,resolv domain inject,ip-address start resolv domain inject,"['resolv', 'domain', 'inject']","['ip-address', 'start', 'resolv', 'domain', 'inject']"
3312,3312,NoActionName,RC4 The file is ciphered using the MD5 hash of rEdstArs as the key,0,drops,"called schmup.sys. The file is ciphered using RC4, using the",drops,rc4 file cipher use md5 hash redstar key,call  sys-file file cipher use rc4 use,"['rc4', 'file', 'cipher', 'use', 'md5', 'hash', 'redstar', 'key']","['call', 'sys-file', 'file', 'cipher', 'use', 'rc4', 'use']"
3313,3313,NoActionName,be remotely requested the c&c part of this RAT to manage the bots,0,is then copied,"graphical interface, but can be remotely requested to manage the bots.",is then copied,remot request c&c part thi rat manag bot,graphic interfac remot request manag bots.,"['remot', 'request', 'c&c', 'part', 'thi', 'rat', 'manag', 'bot']","['graphic', 'interfac', 'remot', 'request', 'manag', 'bots.']"
3314,3314,NoActionName,this malware uses the same patterns to communicate,0,registered,know why this malware uses the same patterns to,registered,thi malwar use pattern commun,know whi thi malwar use pattern,"['thi', 'malwar', 'use', 'pattern', 'commun']","['know', 'whi', 'thi', 'malwar', 'use', 'pattern']"
3315,3315,NoActionName,the Pitty Tiger group used another remote administration tool,0,be configured,another remote administration tool used by the Pitty Tiger,be configured,pitti tiger group use anoth remot administr tool,anoth remot administr tool use pitti tiger,"['pitti', 'tiger', 'group', 'use', 'anoth', 'remot', 'administr', 'tool']","['anoth', 'remot', 'administr', 'tool', 'use', 'pitti', 'tiger']"
3316,3316,NoActionName,a malicious Word document The binary we found was dropped,0,connect,The binary we found was dropped by a malicious Word,connect,malici word document binari found wa drop,binari found wa drop malici word,"['malici', 'word', 'document', 'binari', 'found', 'wa', 'drop']","['binari', 'found', 'wa', 'drop', 'malici', 'word']"
3317,3317,NoActionName,The shellcode contained in the Word file drops the following file,0,communicating,"in the Word file drops the following file, and",communicating,shellcod contain word file drop follow file,word file drop follow file,"['shellcod', 'contain', 'word', 'file', 'drop', 'follow', 'file']","['word', 'file', 'drop', 'follow', 'file']"
3318,3318,NoActionName,This one drops in turn the following file,0,communicating,and Settings\<User>\Local This one drops in turn the following,communicating,thi one drop turn follow file,system-path  thi one drop turn follow,"['thi', 'one', 'drop', 'turn', 'follow', 'file']","['system-path', 'thi', 'one', 'drop', 'turn', 'follow']"
3319,3319,NoActionName,Up to 5 c&c servers be configured,0,spear phish,5 c&c servers can be configured but our sample only,spear phish,c&c server configur,c&c server configur sampl onli,"['c&c', 'server', 'configur']","['c&c', 'server', 'configur', 'sampl', 'onli']"
3320,3320,NoActionName,Pitty Tiger spear phish other companies which are in commercial relation with this web development company,0,launched,use this compromise to spear phish other companies which are,launched,pitti tiger spear phish compani commerci relat thi web develop compani,use thi compromis spear phish compani,"['pitti', 'tiger', 'spear', 'phish', 'compani', 'commerci', 'relat', 'thi', 'web', 'develop', 'compani']","['use', 'thi', 'compromis', 'spear', 'phish', 'compani']"
3321,3321,NoActionName,the attackers launched vulnerability scanners at different targets,0,was extracted,lot of vulnerability scanners launched by the attackers at,was extracted,attack launch vulner scanner differ target,lot vulner scanner launch attack,"['attack', 'launch', 'vulner', 'scanner', 'differ', 'target']","['lot', 'vulner', 'scanner', 'launch', 'attack']"
3322,3322,NoActionName,the attackers was extracted it to show someone what kind of data they could get from the compromise of that particular target,0,dropping,we do think it was extracted by the attackers to,dropping,attack wa extract show someon kind data could get compromis particular target,think wa extract attack,"['attack', 'wa', 'extract', 'show', 'someon', 'kind', 'data', 'could', 'get', 'compromis', 'particular', 'target']","['think', 'wa', 'extract', 'attack']"
3323,3323,NoActionName,a payload dropping a malware,0,been targeted,"the attackers, a payload dropping a malware. There are",been targeted,payload drop malwar,attack payload drop malware.,"['payload', 'drop', 'malwar']","['attack', 'payload', 'drop', 'malware.']"
3324,3324,NoActionName,Someone from the same company been targeted with this document,0,been targeted,the same company has been targeted with this document. ,been targeted,someon compani target thi document,compani ha target thi document.,"['someon', 'compani', 'target', 'thi', 'document']","['compani', 'ha', 'target', 'thi', 'document.']"
3325,3325,NoActionName,Someone from another company been targeted with this document,0,connected,from another company has been targeted with this document. This,connected,someon anoth compani target thi document,anoth compani ha target thi document. thi,"['someon', 'anoth', 'compani', 'target', 'thi', 'document']","['anoth', 'compani', 'ha', 'target', 'thi', 'document.', 'thi']"
3326,3326,NoActionName,A computer named CHMXY-PC IP address 58.61.40.5 RDP connected to via with the c&c,0,were done,A computer named CHMXY-PC connected to the c&c via,were done,comput name chmxy-pc ip address ip-address rdp connect via c&c,comput name chmxy-pc connect c&c via,"['comput', 'name', 'chmxy-pc', 'ip', 'address', 'ip-address', 'rdp', 'connect', 'via', 'c&c']","['comput', 'name', 'chmxy-pc', 'connect', 'c&c', 'via']"
3327,3327,NoActionName,a computer named TIEWEISHIPC with IP address 27.16.139.143 A few connections to the c&c were done,0,originated,connections to the c&c were done by a computer named,originated,comput name tieweishipc ip address ip-address connect c&c done,connect c&c done comput name,"['comput', 'name', 'tieweishipc', 'ip', 'address', 'ip-address', 'connect', 'c&c', 'done']","['connect', 'c&c', 'done', 'comput', 'name']"
3328,3328,NoActionName,"Some connections to the c&c originated from a computer named FLY-THINK with several IP addresses, all located in Fuqing (Fujian province)",0,were coming,connections to the c&c originated from a computer named,were coming,connect c&c origin comput name fly-think sever ip address locat fuqe fujian provinc,connect c&c origin comput name,"['connect', 'c&c', 'origin', 'comput', 'name', 'fly-think', 'sever', 'ip', 'address', 'locat', 'fuqe', 'fujian', 'provinc']","['connect', 'c&c', 'origin', 'comput', 'name']"
3329,3329,NoActionName,Most of the connections to the c&c server were coming from a computer named 50PZ80C- 1DFDCB8 with several IP addresses,0,used,to the c&c server were coming from a computer named,used,connect c&c server come comput name 50pz80c- 1dfdcb8 sever ip address,c&c server come comput name,"['connect', 'c&c', 'server', 'come', 'comput', 'name', '50pz80c-', '1dfdcb8', 'sever', 'ip', 'address']","['c&c', 'server', 'come', 'comput', 'name']"
3330,3330,NoActionName,The two computers FLY-THINK and 50PZ80C-1DFDCB8 used distinct IP addresses to connect to the c&c,0,executing,FLY-THINK and 50PZ80C-1DFDCB8 have used distinct IP addresses to,executing,two comput fly-think 50pz80c-1dfdcb8 use distinct ip address connect c&c,fly-think 50pz80c-1dfdcb8 use distinct ip address,"['two', 'comput', 'fly-think', '50pz80c-1dfdcb8', 'use', 'distinct', 'ip', 'address', 'connect', 'c&c']","['fly-think', '50pz80c-1dfdcb8', 'use', 'distinct', 'ip', 'address']"
3331,3331,NoActionName,a user Toot executing some commands,0,using,the CT RAT and executing some commands. The c&c,using,user toot execut command,ct rat execut commands. c&c,"['user', 'toot', 'execut', 'command']","['ct', 'rat', 'execut', 'commands.', 'c&c']"
