,text-rel,token,ActionName,Capability
3186,targeted attacks compromise high profile victims,compromise,-,infection_propagation
3187,The attackers establish one or several permanent backdoors into the environment,establish,-,other
3188,The attackers rely on spear phishing and drive-by downloads,rely,-,infection_propagation
3189,Spear phishing be described as targeted e-mail phishing,be described,-,infection_propagation
3190,attackers In send very few e-mails to a spear phishing scheme targeted people,send,-,infection_propagation
3191,they click on a link leading to drive-by download of a malware,click,-,infection_propagation
3192,they open an attached file which will infect their computer,open,-,infection_propagation
3193,target the right victim,target,-,infection_propagation
3194,provide it with the right content,provide,-,infection_propagation
3195,Some groups of attackers use watering hole techniques to successfully compromise their targets,use,-,infection_propagation
3196,"attackers To compromise the website of a third party, generally a supplier of the target, which is typically visited by a specific group of professionals and very likely by the target build a watering hole attack",compromise,-,infection_propagation
3197,Every visitor of the compromised third party is then infected,is then infected,-,infection_propagation
3198,compromise visitors coming from the target IP ranges,compromise,-,infection_propagation
3199,Attackers gained access to one or several machines inside the target’s corporate network,gained,-,-
3200,They install several different backdoors in order to be able to always access the network,install,-,other
3201,they looking for intellectual property (or anything else they want to know or steal) in alignment with predefined mission objectives,looking,-,other
3202,they looking for a means of privilege escalation to facilitate lateral movement within the compromised environment,looking,-,other
3203,the attackers gain domain administrator privileges,gain,-,other
3204,the attackers dump all the Active Directory content,dump,-,other
3205,Data exfiltration is the last step,is,-,other
3206,They create archive files containing the content they want to exfiltrate,create,File,other
3207,are then sent archive files containing the content they want to exfiltrate,are then sent,-,other
3208,The attackers stealing more information,stealing,-,other
3209,The attackers stay inside for the network more data gathering,stay,-,other
3210,this malware sample leading to a command & control (c&c) server still in activity,leading,-,command_and_control
3211,This one infect workstations,infect,-,infection_propagation
3212,This one collect system information,collect,-,other
3213,This one install more malware on the infected computer,install,-,other
3214,It acts as a first stage downloader,acts,-,other
3215,It acts as system data collector,acts,-,other
3216,It Microsoft Office documents embedded in,embedded,-,infection_propagation
3217,this group of attackers used three c&c servers,used,-,command_and_control
3218,Pitty Tiger use spear phishing e-mails extensively in order to gain an initial foothold within the targeted environment,use,-,infection_propagation
3219,the attackers crafted a spear phishing e-mail,crafted,-,infection_propagation
3220,This e-mail spoofed the identity of an employee of a targeted company,spoofed,-,infection_propagation
3221,a Microsoft Office Word document CVE-2014-1761 triggering to infect the computer it is sent to,triggering,-,infection_propagation
3222,the group conducted more advanced spear phishing campaigns,conducted,-,infection_propagation
3223,stolen from content victims of the group,stolen,-,other
3224,These documents Troj/ReRol.A malware were infecting the system with,were infecting,-,infection_propagation
3225,the Pitty Tiger group is using stolen material as spear phishing content,is using,-,infection_propagation
3226,Pitty Tiger use fake Microsoft Office Excel content,use,-,infection_propagation
3227,launched vulnerability scanning from straight to one c&c server the targets,launched,-,infection_propagation
3228,The attackers been using different vulnerability scanners aimed at their targets,been using,-,infection_propagation
3229,been scanned some targets with generic vulnerability scanning tools like HScan or Fluxay and port scanners like Nmap,been scanned,-,infection_propagation
3230,"been scanned some other targets for very specific vulnerabilities, like a ZyWALL vulnerability or a FORTINET product",been scanned,-,infection_propagation
3231,attackers collect data from chunks of memory from the targeted machine,collect,-,other
3232,the Pitty Tiger group collected information on some of their targets by exploiting the HeartBleed bug,collected,-,other
3233,the Pitty Tiger group get admin credentials from at least one target,get,-,other
3234,Running automated vulnerability scanners on whole ranges of IP addresses used by the targets several domains,Running,-,infection_propagation
3235,collect information,collect,-,other
3236,find server vulnerabilities,find,-,other
3237,the Pitty Tiger group use a Microsoft Office Word document which exploits a specific vulnerability to infect users,use,-,infection_propagation
3238,The payload infecting the system,infecting,-,infection_propagation
3239,"one such document used by that group of attacker CVE- 2012-0158, an old critical vulnerability impacting Microsoft Office and corrected by Microsoft’s MS12-027 fix in April 2012 exploiting",exploiting,-,infection_propagation
3240,one RTF document CVE-2014-1761 embedding,embedding,-,infection_propagation
3241,several different documents spreading this malware by triggering CVE-2012-0158 vulnerability,spreading,-,infection_propagation
3242,the exploit infects the host,infects,-,infection_propagation
3243,the exploit dropping a file named svohost.exe in the temporary folder of the currently logged-in user,dropping,-,other
3244,the exploit executing a file named svohost.exe in the temporary folder of the currently logged-in user,executing,File,-
3245,The binary drops a copy of itself in the Application Data folder of the currently logged-in user,drops,File,-
3246,The malware initiates a communication to time.windows.com,initiates,Network,-
3247,The malware check for connectivity,check,-,other
3248,The malware communicates with at the c&c server mac.avstore.com.tw,communicates,Network,command_and_control
3249,the malware The persistence mechanism used,used,-,other
3250,The persistence mechanism is the creation of a registry key named Shell containing the path to the malware on the infected system,is,Other,other
3251,The payload of this malware is used to collect information on the newly infected host,is used,-,other
3252,The payload of this malware send it back to the c&c server,send,Network,command_and_control
3253,It download binaries,download,Network,other
3254,It execute binaries,execute,File,-
3255,The data sent in the POST request,sent,Other,command_and_control
